cycle,pos,y,x,och,code,out_ch_done,python,diff
569,141,10,11,1,1681,0,1681,0
569,141,10,11,2,0,0,0,0
571,142,10,12,0,0,0,0,0
571,142,10,12,1,1681,0,1681,0
571,142,10,12,2,0,0,0,0
599,143,11,0,0,0,0,0,0
599,143,11,0,1,1681,0,1681,0
599,143,11,0,2,0,0,0,0
601,144,11,1,0,0,0,0,0
601,144,11,1,1,1681,0,1681,0
601,144,11,1,2,0,0,0,0
603,145,11,2,0,0,0,0,0
603,145,11,2,1,2641,0,2641,0
603,145,11,2,2,979,0,979,0
605,146,11,3,0,5957,0,5957,0
605,146,11,3,1,5542,0,5542,0
605,146,11,3,2,4133,0,4133,0
607,147,11,4,0,7765,0,7765,0
607,147,11,4,1,6303,0,6303,0
607,147,11,4,2,6101,0,6101,0
609,148,11,5,0,6206,0,6206,0
609,148,11,5,1,5679,0,5679,0
609,148,11,5,2,6803,0,6803,0
611,149,11,6,0,5105,0,5105,0
611,149,11,6,1,5493,0,5493,0
611,149,11,6,2,7208,0,7208,0
613,150,11,7,0,3704,0,3704,0
613,150,11,7,1,4652,0,4652,0
613,150,11,7,2,6202,0,6202,0
615,151,11,8,0,2161,0,2161,0
615,151,11,8,1,3042,0,3042,0
615,151,11,8,2,1545,0,1545,0
617,152,11,9,0,0,0,0,0
617,152,11,9,1,1716,0,1716,0
617,152,11,9,2,0,0,0,0
619,153,11,10,0,0,0,0,0
619,153,11,10,1,1681,0,1681,0
619,153,11,10,2,0,0,0,0
621,154,11,11,0,0,0,0,0
621,154,11,11,1,1681,0,1681,0
621,154,11,11,2,0,0,0,0
623,155,11,12,0,0,0,0,0
623,155,11,12,1,1681,0,1681,0
623,155,11,12,2,0,0,0,0
651,156,12,0,0,0,0,0,0
651,156,12,0,1,1681,0,1681,0
651,156,12,0,2,0,0,0,0
653,157,12,1,0,0,0,0,0
653,157,12,1,1,1681,0,1681,0
653,157,12,1,2,0,0,0,0
655,158,12,2,0,0,0,0,0
655,158,12,2,1,1691,0,1691,0
655,158,12,2,2,0,0,0,0
657,159,12,3,0,0,0,0,0
657,159,12,3,1,2190,0,2190,0
657,159,12,3,2,488,0,488,0
659,160,12,4,0,1312,0,1312,0
659,160,12,4,1,4284,0,4284,0
659,160,12,4,2,2335,0,2335,0
661,161,12,5,0,2460,0,2460,0
661,161,12,5,1,4554,0,4554,0
661,161,12,5,2,2825,0,2825,0
663,162,12,6,0,2107,0,2107,0
663,162,12,6,1,3943,0,3943,0
663,162,12,6,2,2299,0,2299,0
665,163,12,7,0,0,0,0,0
665,163,12,7,1,1945,0,1945,0
665,163,12,7,2,422,0,422,0
667,164,12,8,0,0,0,0,0
667,164,12,8,1,1681,0,1681,0
667,164,12,8,2,0,0,0,0
