cycle,pos,y,x,och,code,out_ch_done,python,diff
2194,211,8,3,1,1681,0,1681,0
2194,211,8,3,2,0,0,0,0
2204,212,8,4,0,0,0,0,0
2204,212,8,4,1,1681,0,1681,0
2204,212,8,4,2,0,0,0,0
2214,213,8,5,0,0,0,0,0
2214,213,8,5,1,1681,0,1681,0
2214,213,8,5,2,0,0,0,0
2224,214,8,6,0,0,0,0,0
2224,214,8,6,1,1681,0,1681,0
2224,214,8,6,2,0,0,0,0
2234,215,8,7,0,0,0,0,0
2234,215,8,7,1,1108,0,1108,0
2234,215,8,7,2,0,0,0,0
2244,216,8,8,0,0,0,0,0
2244,216,8,8,1,0,0,0,0
2244,216,8,8,2,0,0,0,0
2254,217,8,9,0,373,0,373,0
2254,217,8,9,1,0,0,0,0
2254,217,8,9,2,0,0,0,0
2264,218,8,10,0,553,0,553,0
2264,218,8,10,1,0,0,0,0
2264,218,8,10,2,2188,0,2188,0
2274,219,8,11,0,841,0,841,0
2274,219,8,11,1,0,0,0,0
2274,219,8,11,2,4733,0,4733,0
2284,220,8,12,0,2064,0,2064,0
2284,220,8,12,1,0,0,0,0
2284,220,8,12,2,6940,0,6940,0
2294,221,8,13,0,2084,0,2084,0
2294,221,8,13,1,1061,0,1061,0
2294,221,8,13,2,7205,0,7205,0
2304,222,8,14,0,1429,0,1429,0
2304,222,8,14,1,2641,0,2641,0
2304,222,8,14,2,5313,0,5313,0
2314,223,8,15,0,1892,0,1892,0
2314,223,8,15,1,2328,0,2328,0
2314,223,8,15,2,2835,0,2835,0
2324,224,8,16,0,20,0,20,0
2324,224,8,16,1,2023,0,2023,0
2324,224,8,16,2,641,0,641,0
2334,225,8,17,0,0,0,0,0
2334,225,8,17,1,1725,0,1725,0
2334,225,8,17,2,81,0,81,0
2344,226,8,18,0,0,0,0,0
2344,226,8,18,1,1681,0,1681,0
2344,226,8,18,2,0,0,0,0
2354,227,8,19,0,0,0,0,0
2354,227,8,19,1,1681,0,1681,0
2354,227,8,19,2,0,0,0,0
2364,228,8,20,0,0,0,0,0
2364,228,8,20,1,1681,0,1681,0
2364,228,8,20,2,0,0,0,0
2374,229,8,21,0,0,0,0,0
2374,229,8,21,1,1681,0,1681,0
2374,229,8,21,2,0,0,0,0
2384,230,8,22,0,0,0,0,0
2384,230,8,22,1,1681,0,1681,0
2384,230,8,22,2,0,0,0,0
2394,231,8,23,0,0,0,0,0
2394,231,8,23,1,1681,0,1681,0
2394,231,8,23,2,0,0,0,0
2404,232,8,24,0,0,0,0,0
2404,232,8,24,1,1681,0,1681,0
2404,232,8,24,2,0,0,0,0
2414,233,8,25,0,0,0,0,0
2414,233,8,25,1,1681,0,1681,0
2414,233,8,25,2,0,0,0,0
2426,234,9,0,0,0,0,0,0
2426,234,9,0,1,1681,0,1681,0
2426,234,9,0,2,0,0,0,0
2436,235,9,1,0,0,0,0,0
2436,235,9,1,1,1681,0,1681,0
2436,235,9,1,2,0,0,0,0
2446,236,9,2,0,0,0,0,0
2446,236,9,2,1,1681,0,1681,0
2446,236,9,2,2,0,0,0,0
2456,237,9,3,0,0,0,0,0
2456,237,9,3,1,1681,0,1681,0
2456,237,9,3,2,0,0,0,0
2466,238,9,4,0,0,0,0,0
2466,238,9,4,1,1681,0,1681,0
2466,238,9,4,2,0,0,0,0
2476,239,9,5,0,0,0,0,0
2476,239,9,5,1,1681,0,1681,0
